Rank,Date,Time,Stage (m),Flow (m3/s),Rating,Source,Ref,Comments
219,03/02/1972,00:00,2.34,35.702,In Range,CEH POTS 19-1-77,7_a,Threshold 2.172m applied
166,15/02/1972,00:00,2.45,39.062,In Range,CEH POTS 19-1-77,7_a,Threshold 2.172m applied
40,07/06/1972,00:00,2.93,62.851,Extrap.,CEH POTS 19-1-77; FEH pots,7_b,Threshold 2.422m applied.
150,12/11/1972,00:00,2.49,40.309,In Range,CEH POTS 19-1-77,7_a,Threshold 2.083m applied
141,04/12/1972,00:00,2.5,40.623,In Range,CEH POTS 19-1-77,7_a,Threshold 2.083m applied
84,12/12/1972,00:00,2.63,44.78,In Range,CEH POTS 19-1-77,7_a,Threshold 2.083m applied
199,20/01/1973,00:00,2.39,37.216,In Range,CEH POTS 19-1-77,7_a,Threshold 2.083m applied
158,04/01/1974,00:00,2.46,39.372,In Range,CEH POTS 12-6-85,7_a,Threshold 2.048m applied
90,08/01/1974,00:00,2.61,44.131,In Range,CEH POTS 12-6-85,7_a,Threshold 2.048m applied
89,10/01/1974,00:00,2.62,44.455,In Range,CEH POTS 12-6-85,7_a,Threshold 2.048m applied
141,16/01/1974,00:00,2.5,40.623,In Range,CEH POTS 12-6-85,7_a,Threshold 2.048m applied
141,14/02/1974,00:00,2.5,40.623,In Range,CEH POTS 12-6-85,7_a,Threshold 2.048m applied
185,15/02/1974,00:00,2.41,37.828,In Range,CEH POTS 12-6-85,7_a,Threshold 2.048m applied
117,13/11/1974,00:00,2.56,42.524,In Range,CEH POTS 12-6-85,7_a,Threshold 2.048m applied
199,28/01/1975,00:00,2.39,37.216,In Range,CEH POTS 12-6-85,7_a,Threshold 2.048m applied
166,31/01/1975,00:00,2.45,39.062,In Range,CEH POTS 12-6-85,7_a,Threshold 2.048m applied
110,21/04/1975,00:00,2.57,42.844,In Range,CEH POTS 12-6-85,7_a,Threshold 2.048m applied
141,14/10/1976,00:00,2.5,40.623,In Range,CEH POTS 12-6-85,7_a,Threshold 2.048m applied
193,03/02/1977,00:00,2.4,37.522,In Range,CEH POTS 12-6-85,7_a,Threshold 2.048m applied
82,10/02/1977,00:00,2.64,45.898,In Range,CEH POTS 12-6-85,7_a,Threshold 2.048m applied
62,31/10/1977,00:00,2.71,50.449,In Range,CEH POTS 12-6-85,7_b,Threshold 2.048m applied
58,02/11/1977,00:00,2.73,51.807,In Range,CEH POTS 12-6-85,7_b,Threshold 2.048m applied
219,23/01/1978,00:00,2.34,35.702,In Range,CEH POTS 12-6-85,7_a,Threshold 2.048m applied
14,01/02/1979,00:00,3.15,86.879,Extrap.,CEH POTS 12-6-85; FEH pots,7_b,Threshold 2.048m applied.
141,12/12/1979,00:00,2.5,40.623,In Range,CEH POTS 12-6-85,7_a,Threshold 2.048m applied
202,14/12/1979,00:00,2.38,36.912,In Range,CEH POTS 12-6-85,7_a,Threshold 2.048m applied
20,27/12/1979,00:00,3.06,78.241,Extrap.,CEH POTS 12-6-85; FEH pots,7_b,Threshold 2.048m applied.
62,07/02/1980,00:00,2.71,50.449,In Range,CEH POTS 12-6-85,7_b,Threshold 2.048m applied
102,09/02/1980,00:00,2.59,43.486,In Range,CEH POTS 12-6-85,7_a,Threshold 2.048m applied
90,21/11/1980,00:00,2.61,44.131,In Range,CEH POTS 12-6-85,7_a,Threshold 2.048m applied
208,09/03/1981,00:00,2.37,36.608,In Range,CEH POTS 12-6-85,7_a,Threshold 2.048m applied
17,11/03/1981,00:00,3.1,81.999,Extrap.,CEH POTS 12-6-85; FEH pots,7_b,Threshold 2.048m applied. Out of bank rating.
68,22/03/1981,00:00,2.7,49.779,In Range,CEH POTS 12-6-85,7_b,Threshold 2.048m applied
82,02/10/1981,00:00,2.64,45.898,In Range,CEH POTS 12-6-85,7_a,Threshold 2.048m applied
182,09/03/1982,00:00,2.42,38.135,In Range,CEH POTS 12-6-85,7_a,Threshold 2.048m applied
135,01/10/1982,00:00,2.51,40.938,In Range,CEH POTS 12-6-85,7_a,Threshold 2.048m applied
16,05/11/1982,00:00,3.11,82.959,Extrap.,CEH POTS 12-6-85; FEH pots,7_b,Threshold 2.048m applied
152,07/11/1982,00:00,2.48,39.996,In Range,CEH POTS 12-6-85,7_a,Threshold 2.048m applied
60,11/11/1982,00:00,2.72,51.124,In Range,CEH POTS 12-6-85,7_b,Threshold 2.048m applied
102,10/12/1982,00:00,2.59,43.486,In Range,CEH POTS 12-6-85,7_a,Threshold 2.048m applied
47,14/12/1983,00:00,2.79,56.04,In Range,CEH POTS 12-6-85,7_b,Threshold 2.048m applied
209,01/01/1991,23:00,2.367,36.517,In Range,Digital Archive,7_a,
139,09/01/1991,22:30,2.506,40.812,In Range,Digital Archive,7_a,
210,18/03/1991,22:45,2.364,36.426,In Range,Digital Archive,7_a,
28,31/10/1991,17:15,2.989,71.878,Extrap.,Digital Archive,7_b,
19,02/12/1992,17:30,3.069,79.075,Extrap.,Digital Archive,7_b,
138,06/12/1992,19:15,2.507,40.843,In Range,Digital Archive,7_a,
9,18/12/1992,13:00,3.176,89.498,Extrap.,Digital Archive,7_b,
128,09/04/1993,09:30,2.532,41.633,In Range,Digital Archive,7_a,
3,12/06/1993,12:30,3.285,101.101,Extrap.,Digital Archive,7_b,
188,16/06/1993,15:00,2.407,37.736,In Range,Digital Archive,7_a,
36,13/11/1993,11:45,2.927,66.636,Extrap.,Digital Archive,7_b,
56,12/12/1993,17:45,2.74,52.496,In Range,Digital Archive,7_b,
148,19/12/1993,06:15,2.493,40.403,In Range,Digital Archive,7_a,
197,28/12/1993,09:00,2.394,37.338,In Range,Digital Archive,7_a,
134,03/01/1994,17:45,2.512,41.001,In Range,Digital Archive,7_a,
124,08/01/1994,23:45,2.546,42.078,In Range,Digital Archive,7_a,
100,25/02/1994,23:45,2.595,43.647,In Range,Digital Archive,7_a,
151,03/11/1994,19:45,2.489,40.278,In Range,Digital Archive,7_a,
157,04/12/1994,10:15,2.461,39.403,In Range,Digital Archive,7_a,
126,08/12/1994,09:15,2.542,41.951,In Range,Digital Archive,7_a,
180,27/12/1994,09:45,2.421,38.166,In Range,Digital Archive,7_a,
98,19/01/1995,17:15,2.599,43.776,In Range,Digital Archive,7_a,
85,21/01/1995,15:45,2.627,44.682,In Range,Digital Archive,7_a,
32,27/01/1995,21:30,2.969,70.156,Extrap.,Digital Archive,7_b,
122,11/02/1995,18:30,2.553,42.301,In Range,Digital Archive,7_a,
214,05/03/1995,00:00,2.352,36.064,In Range,Digital Archive,7_a,
146,22/12/1995,10:00,2.497,40.529,In Range,Digital Archive,7_a,
176,29/11/1996,03:15,2.427,38.351,In Range,Digital Archive,7_a,
46,06/08/1997,17:45,2.802,56.916,In Range,Digital Archive,7_b,
213,03/09/1997,16:45,2.355,36.154,In Range,Digital Archive,7_a,
98,08/11/1997,06:15,2.599,43.776,In Range,Digital Archive,7_a,
15,18/11/1997,07:15,3.118,83.732,Extrap.,Digital Archive,7_b,
21,24/11/1997,19:30,3.052,77.504,Extrap.,Digital Archive,7_b,
54,28/11/1997,17:00,2.753,53.401,In Range,Digital Archive,7_b,
27,03/01/1998,11:00,3.023,74.876,Extrap.,Digital Archive,7_b,
184,04/03/1998,03:45,2.417,38.043,In Range,Digital Archive,7_a,
30,23/10/1998,03:45,2.976,70.755,Extrap.,Digital Archive,7_b,
140,03/11/1998,19:15,2.503,40.717,In Range,Digital Archive,7_a,
112,09/11/1998,05:45,2.563,42.62,In Range,Digital Archive,7_a,
163,24/11/1998,10:30,2.457,39.279,In Range,Digital Archive,7_a,
115,08/12/1998,14:15,2.562,42.588,In Range,Digital Archive,7_a,
222,27/12/1998,15:30,2.339,35.672,In Range,Digital Archive,7_a,
86,04/01/1999,02:00,2.624,44.585,In Range,Digital Archive,7_a,
166,12/01/1999,12:45,2.45,39.062,In Range,Digital Archive,7_a,
204,18/01/1999,18:45,2.378,36.851,In Range,Digital Archive,7_a,
192,05/03/1999,17:30,2.401,37.552,In Range,Digital Archive,7_a,
174,25/08/1999,12:45,2.437,38.659,In Range,Digital Archive,7_a,
180,05/11/1999,12:15,2.421,38.166,In Range,Digital Archive,7_a,
104,21/12/1999,08:15,2.588,43.422,In Range,Digital Archive,7_a,
119,24/12/1999,21:15,2.559,42.492,In Range,Digital Archive,7_a,
65,13/01/2000,02:30,2.707,50.247,In Range,Digital Archive,7_b,
148,09/10/2000,15:30,2.493,40.403,In Range,Digital Archive,7_a,
187,18/10/2000,04:15,2.408,37.767,In Range,Digital Archive,7_a,
18,30/10/2000,10:15,3.081,80.198,Extrap.,Digital Archive,7_b,
154,03/11/2000,08:00,2.473,39.777,In Range,Digital Archive,7_a,
51,05/11/2000,23:30,2.763,54.105,In Range,Digital Archive,7_b,
131,08/11/2000,11:15,2.519,41.222,In Range,Digital Archive,7_a,
166,16/11/2000,02:45,2.45,39.062,In Range,Digital Archive,7_a,
100,28/11/2000,04:30,2.595,43.647,In Range,Digital Archive,7_a,
218,01/12/2000,04:30,2.341,35.732,In Range,Digital Archive,7_a,
86,04/12/2000,15:00,2.624,44.585,In Range,Digital Archive,7_a,
11,08/12/2000,05:15,3.161,87.98,Extrap.,Digital Archive,7_b,
11,11/12/2000,14:15,3.161,87.98,Extrap.,Digital Archive,7_b,
158,31/12/2000,23:15,2.46,39.372,In Range,Digital Archive,7_a,
77,04/02/2001,21:30,2.665,47.487,In Range,Digital Archive,7_b,
109,12/02/2001,11:30,2.576,43.036,In Range,Digital Archive,7_a,
107,27/03/2001,14:45,2.582,43.229,In Range,Digital Archive,7_a,
217,04/04/2001,02:45,2.346,35.883,In Range,Digital Archive,7_a,
171,05/12/2001,09:45,2.448,39.0,In Range,Digital Archive,7_a,
147,26/01/2002,14:15,2.494,40.434,In Range,Digital Archive,7_a,
175,31/01/2002,19:15,2.433,38.536,In Range,Digital Archive,7_a,
131,02/11/2002,20:45,2.519,41.222,In Range,Digital Archive,7_a,
206,08/11/2002,14:45,2.375,36.76,In Range,Digital Archive,7_a,
155,14/11/2002,11:00,2.466,39.559,In Range,Digital Archive,7_a,
223,20/11/2002,11:00,2.338,35.642,In Range,Digital Archive,7_a,
24,27/11/2002,18:15,3.036,76.046,Extrap.,Digital Archive,7_b,
165,26/12/2002,08:00,2.453,39.155,In Range,Digital Archive,7_a,
78,29/12/2002,10:45,2.663,47.359,In Range,Digital Archive,7_b,
190,01/01/2003,07:00,2.405,37.675,In Range,Digital Archive,7_a,
188,21/01/2003,10:15,2.407,37.736,In Range,Digital Archive,7_a,
191,01/01/2004,04:00,2.402,37.583,In Range,Digital Archive,7_a,
23,31/01/2004,12:15,3.051,77.413,Extrap.,Digital Archive,7_b,
52,04/02/2004,18:30,2.758,53.752,In Range,Digital Archive,7_b,
116,22/10/2004,16:15,2.561,42.556,In Range,Digital Archive,7_a,
172,29/10/2004,04:45,2.444,38.876,In Range,Digital Archive,7_a,
137,22/12/2004,11:15,2.508,40.875,In Range,Digital Archive,7_a,
1,11/10/2005,21:45,3.65,147.935,Extrap.,Digital Archive,7_b,
10,08/11/2005,17:45,3.163,88.181,Extrap.,Digital Archive,7_b,
106,01/12/2005,16:30,2.585,43.325,In Range,Digital Archive,7_a,
156,07/12/2005,23:30,2.463,39.466,In Range,Digital Archive,7_a,
79,22/05/2006,12:45,2.662,47.294,In Range,Digital Archive,7_b,
193,27/11/2006,06:45,2.4,37.522,In Range,Digital Archive,7_a,
53,03/12/2006,09:00,2.755,53.541,In Range,Digital Archive,7_b,
127,11/12/2006,12:45,2.533,41.665,In Range,Digital Archive,7_a,
204,08/01/2007,01:00,2.378,36.851,In Range,Digital Archive,7_a,
81,06/03/2007,06:00,2.644,46.149,In Range,Digital Archive,7_b,
13,13/07/2007,19:30,3.154,87.278,Extrap.,Digital Archive,7_b,
39,08/12/2007,15:45,2.885,63.246,In Range,Digital Archive,7_b,
6,15/01/2008,11:00,3.21,93.008,Extrap.,Digital Archive,7_b,
93,12/08/2008,11:00,2.603,43.905,In Range,Digital Archive,7_a,
38,05/09/2008,13:45,2.889,63.563,In Range,Digital Archive,7_b,
161,05/10/2008,10:15,2.458,39.31,In Range,Digital Archive,7_a,
94,07/10/2008,16:15,2.601,43.84,In Range,Digital Archive,7_a,
34,26/10/2008,10:30,2.946,68.212,Extrap.,Digital Archive,7_b,
57,30/10/2008,06:00,2.737,52.288,In Range,Digital Archive,7_b,
108,08/11/2008,23:30,2.581,43.197,In Range,Digital Archive,7_a,
4,13/12/2008,05:00,3.278,100.325,Extrap.,Digital Archive,7_b,
153,15/01/2009,20:15,2.474,39.808,In Range,Digital Archive,7_a,
48,22/01/2009,07:30,2.788,55.895,In Range,Digital Archive,7_b,
29,25/01/2009,05:45,2.977,70.841,Extrap.,Digital Archive,7_b,
133,28/01/2009,02:15,2.513,41.032,In Range,Digital Archive,7_a,
75,30/01/2009,18:00,2.674,48.069,In Range,Digital Archive,7_b,
65,17/07/2009,12:45,2.707,50.247,In Range,Digital Archive,7_b,
202,03/09/2009,00:15,2.38,36.912,In Range,Digital Archive,7_a,
5,01/11/2009,12:30,3.225,94.588,Extrap.,Digital Archive,7_b,
21,13/11/2009,23:45,3.052,77.504,Extrap.,Digital Archive,7_b,
31,16/11/2009,14:15,2.974,70.584,Extrap.,Digital Archive,7_b,
37,20/11/2009,08:00,2.892,63.802,In Range,Digital Archive,7_b,
211,02/12/2009,00:30,2.36,36.305,In Range,Digital Archive,7_a,
44,06/12/2009,05:30,2.829,58.922,In Range,Digital Archive,7_b,
70,30/12/2009,17:30,2.698,49.646,In Range,Digital Archive,7_b,
8,16/01/2010,11:30,3.185,90.417,Extrap.,Digital Archive,7_b,
67,22/01/2010,05:45,2.701,49.846,In Range,Digital Archive,7_b,
112,30/03/2010,14:00,2.563,42.62,In Range,Digital Archive,7_a,
120,08/11/2010,11:30,2.557,42.428,In Range,Digital Archive,7_a,
61,17/11/2010,14:45,2.714,50.718,In Range,Digital Archive,7_b,
130,12/01/2011,08:30,2.525,41.411,In Range,Digital Archive,7_a,
7,24/10/2011,21:15,3.203,92.277,Extrap.,Digital Archive,7_b,
125,13/12/2011,04:45,2.545,42.046,In Range,Digital Archive,7_a,
33,23/12/2011,17:00,2.968,70.071,Extrap.,Digital Archive,7_b,
195,29/04/2012,21:30,2.398,37.461,In Range,Digital Archive,7_a,
94,10/05/2012,03:30,2.601,43.84,In Range,Digital Archive,7_a,
207,18/08/2012,07:30,2.371,36.638,In Range,Digital Archive,7_a,
112,27/08/2012,21:15,2.563,42.62,In Range,Digital Archive,7_a,
196,11/10/2012,13:00,2.398,37.46,In Range,Digital Archive,7_a,
178,04/11/2012,22:45,2.426,38.32,In Range,Digital Archive,7_a,
161,12/11/2012,13:00,2.458,39.31,In Range,Digital Archive,7_a,
42,22/11/2012,23:30,2.87,62.07,In Range,Digital Archive,7_b,
64,25/11/2012,03:45,2.708,50.31,In Range,Digital Archive,7_b,
121,20/12/2012,09:15,2.556,42.4,In Range,Digital Archive,7_a,
26,22/12/2012,13:15,3.03,75.51,Extrap.,Digital Archive,7_b,
35,29/12/2012,13:00,2.931,66.97,Extrap.,Digital Archive,7_b,
2,26/01/2013,01:30,3.349,108.4,Extrap.,Digital Archive,7_b,
41,14/02/2013,06:30,2.872,62.22,In Range,Digital Archive,7_b,
198,22/03/2013,09:30,2.393,37.31,In Range,Digital Archive,7_a,
105,19/12/2013,01:00,2.588,43.42,In Range,Digital Archive,7_a,
129,23/12/2013,18:00,2.532,41.63,In Range,Digital Archive,7_a,
179,27/12/2013,05:45,2.422,38.2,In Range,Digital Archive,7_a,
45,30/12/2013,13:00,2.812,57.65,In Range,Digital Archive,7_b,
49,01/01/2014,19:00,2.778,55.17,In Range,Digital Archive,7_b,
71,06/01/2014,00:15,2.681,48.53,In Range,Digital Archive,7_b,
88,09/01/2014,00:15,2.62,44.46,In Range,Digital Archive,7_a,
224,24/01/2014,11:00,2.335,35.55,In Range,Digital Archive,7_a,
164,31/01/2014,19:30,2.455,39.22,In Range,Digital Archive,7_a,
25,04/02/2014,00:00,3.034,75.86,Extrap.,Digital Archive,7_b,
177,08/02/2014,04:00,2.427,38.35,In Range,Digital Archive,7_a,
50,11/02/2014,11:15,2.766,54.32,In Range,Digital Archive,7_b,
55,14/02/2014,21:45,2.741,52.57,In Range,Digital Archive,7_b,
212,07/03/2014,12:15,2.359,36.28,In Range,Digital Archive,7_a,
