Rank,Date,Time,Stage (m),Flow (m3/s),Rating,Source,Ref,Comments
90,09/12/2007,13:00,1.731,89.93,In Range,Digital Archive,QHigh1993_1,
30,25/01/2008,19:00,2.048,147.895,In Range,Digital Archive,QHigh1993_1,
15,16/02/2009,23:00,2.133,167.119,In Range,Digital Archive,QHigh1993_1,
36,04/09/2009,12:15,2.012,140.278,In Range,Digital Archive,QHigh1993_1,
62,22/10/2009,15:30,1.834,106.642,In Range,Digital Archive,QHigh1993_1,
92,28/10/2009,08:45,1.727,89.32,In Range,Digital Archive,QHigh1993_1,
75,02/11/2009,09:30,1.783,98.122,In Range,Digital Archive,QHigh1993_1,
119,15/09/2010,14:45,1.651,78.268,In Range,Digital Archive,QHigh1993_1,
3,11/12/2010,06:45,2.454,254.728,Extrap.,Digital Archive,QHigh1993_1,
136,01/01/2011,09:00,1.619,73.911,In Range,Digital Archive,QHigh1993_1,
121,18/07/2011,03:30,1.648,77.852,In Range,Digital Archive,QHigh1993_1,
125,11/08/2011,03:00,1.633,75.728,In Range,Digital Archive,QHigh1993_1,
29,29/08/2011,01:30,2.05,148.434,In Range,Digital Archive,QHigh1993_1,
137,13/09/2011,17:15,1.616,73.445,In Range,Digital Archive,QHigh1993_1,
110,27/11/2011,06:45,1.671,81.079,In Range,Digital Archive,QHigh1993_1,
122,09/12/2011,06:30,1.639,76.614,In Range,Digital Archive,QHigh1993_1,
112,15/12/2011,04:45,1.664,80.017,In Range,Digital Archive,QHigh1993_1,
87,22/12/2011,10:30,1.744,91.854,In Range,Digital Archive,QHigh1993_1,
20,05/01/2012,05:30,2.09,157.136,In Range,Digital Archive,QHigh1993_1,
17,13/10/2012,03:30,2.111,161.902,In Range,Digital Archive,QHigh1993_1,
81,09/12/2012,13:30,1.75,92.788,In Range,Digital Archive,QHigh1993_1,
128,15/12/2012,14:15,1.628,75.119,In Range,Digital Archive,QHigh1993_1,
8,23/12/2012,12:30,2.279,203.689,Extrap.,Digital Archive,QHigh1993_1,
37,31/01/2013,05:00,2.011,140.175,In Range,Digital Archive,QHigh1993_1,
120,15/02/2013,09:15,1.649,77.921,In Range,Digital Archive,QHigh1993_1,
4,03/11/2013,10:45,2.437,249.281,Extrap.,Digital Archive,QHigh1993_1,
73,09/12/2013,02:45,1.789,99.017,In Range,Digital Archive,QHigh1993_1,
30,26/12/2013,04:15,2.048,147.895,In Range,Digital Archive,QHigh1993_1,
19,11/08/2014,14:30,2.101,159.662,In Range,Digital Archive,QHigh1993_1,
61,08/10/2014,04:45,1.835,106.788,In Range,Digital Archive,QHigh1993_1,
103,07/11/2014,16:30,1.705,86.011,In Range,Digital Archive,QHigh1993_1,
140,15/12/2014,01:45,1.614,73.18,In Range,Digital Archive,QHigh1993_1,
54,22/12/2014,01:00,1.879,114.483,In Range,Digital Archive,QHigh1993_1,
33,10/01/2015,11:15,2.033,144.688,In Range,Digital Archive,QHigh1993_1,
66,26/01/2015,02:45,1.816,103.495,In Range,Digital Archive,QHigh1993_1,
57,06/05/2015,12:45,1.854,110.119,In Range,Digital Archive,QHigh1993_1,
91,02/12/2015,13:45,1.731,89.853,In Range,Digital Archive,QHigh1993_1,
97,08/01/2016,06:15,1.715,87.433,In Range,Digital Archive,QHigh1993_1,
10,02/02/2016,17:00,2.151,171.256,In Range,Digital Archive,QHigh1993_1,
137,10/04/2016,16:30,1.616,73.445,In Range,Digital Archive,QHigh1993_1,
108,16/10/2016,02:30,1.679,82.223,In Range,Digital Archive,QHigh1993_1,
32,31/12/2016,14:00,2.042,146.606,In Range,Digital Archive,QHigh1993_1,
116,16/01/2017,18:00,1.659,79.314,In Range,Digital Archive,QHigh1993_1,
56,07/06/2017,11:45,1.865,111.975,In Range,Digital Archive,QHigh1993_1,
41,22/11/2017,00:45,1.988,135.354,In Range,Digital Archive,QHigh1993_1,
101,19/12/2017,14:00,1.708,86.388,In Range,Digital Archive,QHigh1993_1,
11,24/01/2018,21:45,2.148,170.661,In Range,Digital Archive,QHigh1993_1,
83,09/02/2019,22:00,1.746,92.242,In Range,Digital Archive,QHigh1993_1,
64,04/04/2019,18:45,1.83,105.871,In Range,Digital Archive,QHigh1993_1,
85,31/08/2019,23:00,1.744,91.932,In Range,Digital Archive,QHigh1993_1,
42,02/11/2019,22:30,1.96,129.86,In Range,Digital Archive,QHigh1993_1,
126,09/12/2019,00:30,1.632,75.66,In Range,Digital Archive,QHigh1993_1,
104,11/01/2020,21:00,1.701,85.425,In Range,Digital Archive,QHigh1993_1,
49,04/10/2020,14:00,1.923,122.713,In Range,Digital Archive,QHigh1993_1,
48,21/10/2020,16:30,1.93,124.044,In Range,Digital Archive,QHigh1993_1,
59,11/01/2021,17:45,1.85,109.417,In Range,Digital Archive,QHigh1993_1,
95,17/01/2021,03:15,1.719,88.109,In Range,Digital Archive,QHigh1993_1,
113,31/03/2021,14:45,1.663,79.946,In Range,Digital Archive,QHigh1993_1,
109,01/11/2021,11:15,1.675,81.65,In Range,Digital Archive,QHigh1993_1,
60,20/11/2021,13:45,1.845,108.545,In Range,Digital Archive,QHigh1993_1,
70,23/02/2022,18:45,1.799,100.742,In Range,Digital Archive,QHigh1993_1,
139,07/04/2022,07:15,1.614,73.246,In Range,Digital Archive,QHigh1993_1,
26,18/11/2022,18:00,2.056,149.734,In Range,Digital Archive,QHigh1993_1,
135,24/12/2022,20:15,1.621,74.178,In Range,Digital Archive,QHigh1993_1,
92,03/02/2023,04:30,1.727,89.32,In Range,Digital Archive,QHigh1993_1,
117,19/03/2023,01:00,1.658,79.244,In Range,Digital Archive,QHigh1993_1,
