Rank,Date,Time,Stage (m),Flow (m3/s),Rating,Source,Ref,Comments
47,17/03/2001,13:45,0.186,48.333,,Digital Archive,,
42,23/03/2001,20:45,0.179,49.459,,Digital Archive,,
173,29/03/2001,00:30,0.16,28.819,,Digital Archive,,
219,05/04/2001,20:30,0.172,25.197,,Digital Archive,,
161,09/04/2001,09:45,0.177,30.024,,Digital Archive,,
353,15/04/2001,23:00,0.15,15.425,,Digital Archive,,
135,27/04/2001,00:45,0.171,32.615,,Digital Archive,,
267,17/05/2001,16:15,0.173,21.19,,Digital Archive,,
274,16/06/2001,17:15,0.182,20.073,,Digital Archive,,
314,18/07/2001,04:45,0.136,17.343,,Digital Archive,,
259,08/10/2001,02:45,0.18,21.868,,Digital Archive,,
6,22/10/2001,11:30,0.273,94.41,,Digital Archive,,
412,08/11/2001,18:15,0.152,13.508,,Digital Archive,,
249,30/11/2001,17:45,0.165,23.142,,Digital Archive,,
271,05/12/2001,18:30,0.158,20.656,,Digital Archive,,Non-independent peak removed
38,26/01/2002,20:15,0.194,50.948,,Digital Archive,,
363,29/01/2002,19:15,0.09,15.005,,Digital Archive,,
49,05/02/2002,00:00,0.209,48.294,,Digital Archive,,
88,26/02/2002,13:00,0.187,38.561,,Digital Archive,,
69,18/03/2002,21:00,0.194,42.46,,Digital Archive,,
393,30/04/2002,22:45,0.128,13.954,,Digital Archive,,
377,03/11/2002,10:30,0.134,14.47,,Digital Archive,,
245,07/11/2002,02:15,0.172,23.41,,Digital Archive,,
105,12/11/2002,20:00,0.188,35.554,,Digital Archive,,
175,23/11/2002,16:45,0.179,28.788,,Digital Archive,,
311,02/12/2002,11:30,0.145,17.596,,Digital Archive,,
146,16/12/2002,03:00,0.172,31.149,,Digital Archive,,
39,22/12/2002,15:15,0.19,50.3,,Digital Archive,,
50,30/12/2002,00:45,0.2,48.195,,Digital Archive,,
9,03/01/2003,04:15,0.27,82.45,,Digital Archive,,
22,22/01/2003,11:00,0.197,65.092,,Digital Archive,,
90,03/02/2003,01:15,0.171,37.742,,Digital Archive,,
366,12/02/2003,13:00,0.138,14.965,,Digital Archive,,
306,08/05/2004,20:00,0.17,17.7,,Digital Archive,,
232,19/11/2004,02:45,0.175,24.1,,Digital Archive,,
234,18/11/2006,08:30,,24.0,,Digital Archive,,
286,23/11/2006,16:15,,19.01,,Digital Archive,,
178,26/11/2006,18:45,,28.38,,Digital Archive,,
424,07/12/2006,14:00,,13.25,,Digital Archive,,
399,12/12/2006,02:45,,13.82,,Digital Archive,,
169,31/12/2006,09:30,,29.17,,Digital Archive,,
204,07/01/2007,03:00,,26.43,,Digital Archive,,
278,10/01/2007,19:15,,19.63,,Digital Archive,,
82,18/01/2007,20:45,,39.92,,Digital Archive,,
48,11/02/2007,17:15,,48.32,,Digital Archive,,
166,14/02/2007,15:00,,29.65,,Digital Archive,,
201,25/02/2007,14:00,,26.51,,Digital Archive,,
76,06/03/2007,14:15,,41.37,,Digital Archive,,
170,29/05/2007,09:30,,29.04,,Digital Archive,,
388,23/08/2007,12:00,,14.12,,Digital Archive,,
300,22/11/2007,11:45,,18.24,,Digital Archive,,
394,07/12/2007,07:00,,13.9,,Digital Archive,,
350,26/12/2007,01:15,,15.51,,Digital Archive,,
157,12/01/2008,01:00,,30.29,,Digital Archive,,
153,16/01/2008,02:00,,30.56,,Digital Archive,,
80,20/01/2008,04:00,,40.97,,Digital Archive,,
400,11/03/2008,05:45,,13.81,,Digital Archive,,
104,16/03/2008,20:00,,35.56,,Digital Archive,,
315,29/03/2008,14:45,,17.32,,Digital Archive,,
303,27/05/2008,09:45,,17.94,,Digital Archive,,
214,11/11/2008,02:00,,25.45,,Digital Archive,,
386,01/12/2008,14:45,,14.17,,Digital Archive,,
252,14/12/2008,11:15,,22.57,,Digital Archive,,
281,19/01/2009,22:45,,19.23,,Digital Archive,,
53,25/01/2009,22:30,,47.71,,Digital Archive,,
398,29/01/2009,11:45,,13.86,,Digital Archive,,
327,07/02/2009,09:30,,16.56,,Digital Archive,,
5,10/02/2009,19:30,,94.43,,Digital Archive,,
116,14/02/2009,00:45,,34.43,,Digital Archive,,
390,16/02/2009,23:45,,14.06,,Digital Archive,,
406,04/03/2009,13:45,,13.66,,Digital Archive,,
376,07/08/2009,02:00,,14.54,,Digital Archive,,
140,30/11/2009,15:45,,31.74,,Digital Archive,,
276,06/12/2009,22:30,,19.81,,Digital Archive,,
360,25/12/2009,14:15,,15.11,,Digital Archive,,
181,31/12/2009,09:30,,28.08,,Digital Archive,,
254,16/01/2010,10:45,,22.28,,Digital Archive,,
261,19/02/2010,13:00,,21.71,,Digital Archive,,
154,23/02/2010,00:30,,30.46,,Digital Archive,,
53,28/02/2010,22:30,,47.71,,Digital Archive,,
415,02/05/2010,11:15,,13.45,,Digital Archive,,
418,03/10/2010,11:30,,13.34,,Digital Archive,,
268,08/01/2011,16:45,,21.13,,Digital Archive,,
147,13/01/2011,11:00,,31.1,,Digital Archive,,
60,18/01/2011,14:45,,46.59,,Digital Archive,,
313,25/02/2011,16:15,,17.38,,Digital Archive,,
364,25/04/2012,20:00,,15.0,,Digital Archive,,
61,29/04/2012,18:45,,45.6,,Digital Archive,,
28,03/05/2012,16:00,,53.91,,Digital Archive,,
358,10/05/2012,21:15,,15.25,,Digital Archive,,
190,24/05/2012,16:45,,27.48,,Digital Archive,,
106,01/06/2012,15:00,,35.55,,Digital Archive,,
123,11/06/2012,21:45,,33.4,,Digital Archive,,
365,15/06/2012,09:30,,14.97,,Digital Archive,,
370,24/06/2012,15:45,,14.74,,Digital Archive,,
225,08/07/2012,14:45,,24.45,,Digital Archive,,
275,13/07/2012,17:15,,19.91,,Digital Archive,,
168,19/08/2012,08:15,,29.49,,Digital Archive,,
124,27/08/2012,03:30,,33.37,,Digital Archive,,
129,05/09/2012,04:15,,32.92,,Digital Archive,,
221,09/09/2012,02:15,,24.77,,Digital Archive,,
348,06/10/2012,13:30,,15.58,,Digital Archive,,
217,12/10/2012,10:15,,25.28,,Digital Archive,,
387,22/10/2012,13:00,,14.15,,Digital Archive,,
207,05/11/2012,04:00,,26.19,,Digital Archive,,
127,28/11/2012,01:00,,33.15,,Digital Archive,,
389,04/12/2012,01:45,,14.09,,Digital Archive,,
325,08/12/2012,03:30,,16.78,,Digital Archive,,
352,15/12/2012,02:00,,15.44,,Digital Archive,,
33,20/12/2012,22:00,,53.05,,Digital Archive,,
113,25/12/2012,19:15,,35.17,,Digital Archive,,
294,29/12/2012,04:45,,18.52,,Digital Archive,,
320,01/01/2013,13:00,,17.02,,Digital Archive,,
56,27/01/2013,16:45,,47.61,,Digital Archive,,
262,31/01/2013,07:30,,21.67,,Digital Archive,,
419,04/02/2013,12:00,,13.3,,Digital Archive,,
280,11/02/2013,19:45,,19.24,,Digital Archive,,
163,14/02/2013,22:15,,29.99,,Digital Archive,,
220,19/03/2013,00:15,,24.78,,Digital Archive,,
359,04/11/2013,12:15,,15.14,,Digital Archive,,
426,09/11/2013,14:45,,13.19,,Digital Archive,,
319,19/12/2013,10:30,,17.14,,Digital Archive,,
36,24/12/2013,19:00,,51.59,,Digital Archive,,
407,28/12/2013,00:15,,13.65,,Digital Archive,,
74,04/01/2014,23:30,,41.78,,Digital Archive,,
114,08/01/2014,00:15,,34.89,,Digital Archive,,
331,13/01/2014,10:15,,16.45,,Digital Archive,,
215,17/01/2014,15:30,,25.36,,Digital Archive,,
182,27/01/2014,01:00,,28.02,,Digital Archive,,
15,01/02/2014,15:30,,71.43,,Digital Archive,,
2,07/02/2014,20:30,,104.2,,Digital Archive,,
97,15/02/2014,05:30,,36.51,,Digital Archive,,
296,19/02/2014,07:30,,18.35,,Digital Archive,,
362,22/02/2014,13:30,,15.06,,Digital Archive,,
177,01/03/2014,04:15,,28.6,,Digital Archive,,
184,04/03/2014,02:15,,27.97,,Digital Archive,,
408,09/03/2014,01:45,,13.64,,Digital Archive,,
410,23/05/2014,23:15,,13.59,,Digital Archive,,
408,28/05/2014,16:15,,13.64,,Digital Archive,,
360,26/08/2014,11:45,,15.11,,Digital Archive,,
198,14/10/2014,02:15,,27.1,,Digital Archive,,
417,14/11/2014,20:45,,13.4,,Digital Archive,,
338,17/11/2014,20:30,,16.0,,Digital Archive,,
70,24/11/2014,05:45,,42.4,,Digital Archive,,
419,27/11/2014,13:00,,13.3,,Digital Archive,,
383,12/12/2014,16:45,,14.2,,Digital Archive,,
297,17/12/2014,17:15,,18.3,,Digital Archive,,
205,27/12/2014,20:15,,26.3,,Digital Archive,,
191,04/01/2015,01:30,,27.4,,Digital Archive,,
253,08/01/2015,23:45,,22.3,,Digital Archive,,
226,15/01/2015,12:00,,24.4,,Digital Archive,,
306,01/02/2015,10:15,,17.7,,Digital Archive,,
346,17/02/2015,12:15,,15.6,,Digital Archive,,
332,20/02/2015,14:45,,16.3,,Digital Archive,,
312,23/02/2015,14:15,,17.4,,Digital Archive,,
419,27/02/2015,17:45,,13.3,,Digital Archive,,
401,26/08/2015,18:45,,13.8,,Digital Archive,,
186,03/01/2016,22:45,,27.74,,Digital Archive,,
258,08/01/2016,00:00,,21.87,,Digital Archive,,
66,11/01/2016,19:45,,43.92,,Digital Archive,,
265,09/03/2016,16:45,,21.46,,Digital Archive,,
132,28/03/2016,18:00,,32.71,,Digital Archive,,
292,16/04/2016,11:00,,18.6,,Digital Archive,,
318,24/06/2016,09:00,,17.18,,Digital Archive,,
383,13/12/2017,21:15,,14.2,,Digital Archive,,
222,27/12/2017,21:45,,24.7,,Digital Archive,,
324,30/12/2017,22:30,,16.8,,Digital Archive,,
316,04/01/2018,16:30,,17.3,,Digital Archive,,
211,22/01/2018,09:15,,25.8,,Digital Archive,,
391,25/01/2018,12:15,,14.0,,Digital Archive,,
332,30/03/2018,11:00,,16.3,,Digital Archive,,
107,02/04/2018,17:00,,35.5,,Digital Archive,,
270,10/04/2018,18:30,,20.7,,Digital Archive,,
297,13/12/2019,20:00,,18.3,,Digital Archive,,
87,20/12/2019,21:15,,39.1,,Digital Archive,,
155,15/01/2020,22:45,,30.4,,Digital Archive,,
83,17/02/2020,03:30,,39.6,,Digital Archive,,
130,29/02/2020,19:45,,32.9,,Digital Archive,,
227,06/03/2020,09:15,,24.3,,Digital Archive,,
425,10/03/2020,14:30,,13.2,,Digital Archive,,
134,04/10/2020,21:15,,32.63,,Digital Archive,,
404,21/10/2020,21:30,,13.71,,Digital Archive,,
230,25/10/2020,12:00,,24.19,,Digital Archive,,
356,01/11/2020,11:45,,15.36,,Digital Archive,,
140,15/11/2020,18:30,,31.74,,Digital Archive,,
111,05/12/2020,00:00,,35.32,,Digital Archive,,
287,11/12/2020,18:45,,18.73,,Digital Archive,,
238,14/12/2020,17:15,,23.76,,Digital Archive,,
96,24/12/2020,16:15,,36.54,,Digital Archive,,
139,27/12/2020,16:30,,31.87,,Digital Archive,,
14,15/01/2021,04:45,,73.94,,Digital Archive,,
308,21/01/2021,11:45,,17.65,,Digital Archive,,
368,25/01/2021,10:30,,14.85,,Digital Archive,,
45,30/01/2021,21:00,,48.71,,Digital Archive,,
103,05/02/2021,12:15,,35.73,,Digital Archive,,
414,18/02/2021,13:15,,13.47,,Digital Archive,,
382,24/05/2021,09:45,,14.24,,Digital Archive,,
328,18/06/2021,23:45,,16.51,,Digital Archive,,
277,26/07/2021,01:00,,19.67,,Digital Archive,,
322,14/09/2021,19:00,,16.97,,Digital Archive,,
282,05/10/2021,14:00,,19.16,,Digital Archive,,
144,21/10/2021,12:00,,31.34,,Digital Archive,,
78,26/12/2021,20:00,,41.28,,Digital Archive,,
241,16/02/2022,10:15,,23.64,,Digital Archive,,
122,21/02/2022,10:45,,33.47,,Digital Archive,,
273,03/03/2022,11:45,,20.27,,Digital Archive,,
372,06/03/2022,15:00,,14.6,,Digital Archive,,
284,03/11/2022,15:45,,19.1,,Digital Archive,,
292,06/11/2022,21:30,,18.6,,Digital Archive,,
304,17/11/2022,14:00,,17.8,,Digital Archive,,
264,19/12/2022,11:15,,21.5,,Digital Archive,,
269,24/12/2022,00:15,,21.0,,Digital Archive,,
174,01/01/2023,09:30,,28.8,,Digital Archive,,
145,09/01/2023,04:15,,31.2,,Digital Archive,,
187,12/01/2023,16:45,,27.6,,Digital Archive,,
279,15/01/2023,17:15,,19.5,,Digital Archive,,
189,10/03/2023,15:45,,27.5,,Digital Archive,,
288,26/03/2023,20:30,,18.7,,Digital Archive,,
30,01/04/2023,15:30,,53.7,,Digital Archive,,
372,12/04/2023,12:15,,14.6,,Digital Archive,,
316,15/04/2023,12:45,,17.3,,Digital Archive,,
194,10/05/2023,02:00,,27.2,,Digital Archive,,
