Rank,Date,Time,Stage (m),Flow (m3/s),Rating,Source,Ref,Comments
93,10/12/1982,01:45,0.817,1.9,In Range,Digital Archive,1_3,
255,21/03/1983,18:30,0.74,1.5,In Range,Digital Archive,1_3,
108,04/04/1983,10:45,0.805,1.83,In Range,Digital Archive,1_3,
81,11/04/1983,15:15,0.825,1.95,In Range,Digital Archive,1_3,
150,18/04/1983,13:30,0.782,1.71,In Range,Digital Archive,1_3,
115,20/04/1983,18:00,0.798,1.8,In Range,Digital Archive,1_3,
148,25/04/1983,17:45,0.783,1.72,In Range,Digital Archive,1_3,
271,01/05/1983,09:15,0.736,1.48,In Range,Digital Archive,1_3,
302,03/05/1983,12:00,0.729,1.44,In Range,Digital Archive,1_3,
219,05/05/1983,19:45,0.754,1.57,In Range,Digital Archive,1_3,
237,08/05/1983,09:45,0.748,1.54,In Range,Digital Archive,1_3,
175,12/05/1983,19:15,0.771,1.65,In Range,Digital Archive,1_3,
172,15/05/1983,14:45,0.773,1.66,In Range,Digital Archive,1_3,
293,18/05/1983,12:15,0.73,1.45,In Range,Digital Archive,1_3,
142,20/05/1983,21:00,0.786,1.73,In Range,Digital Archive,1_3,
188,26/05/1983,15:30,0.766,1.63,In Range,Digital Archive,1_3,
127,29/05/1983,08:45,0.795,1.78,In Range,Digital Archive,1_3,
9,01/06/1983,07:30,1.04,3.44,In Range,Digital Archive,1_3,
163,05/06/1983,08:15,0.776,1.68,In Range,Digital Archive,1_3,
208,07/06/1983,18:30,0.758,1.59,In Range,Digital Archive,1_3,
184,10/06/1983,13:30,0.768,1.64,In Range,Digital Archive,1_3,
61,13/06/1983,19:30,0.855,2.12,In Range,Digital Archive,1_3,
201,17/06/1983,15:45,0.76,1.6,In Range,Digital Archive,1_3,
137,23/06/1983,17:15,0.79,1.75,In Range,Digital Archive,1_3,
293,26/06/1983,08:45,0.73,1.45,In Range,Digital Archive,1_3,
208,30/06/1983,18:15,0.758,1.59,In Range,Digital Archive,1_3,
138,07/07/1983,19:00,0.788,1.74,In Range,Digital Archive,1_3,
254,10/07/1983,09:15,0.742,1.51,In Range,Digital Archive,1_3,
244,18/09/1983,08:45,0.746,1.53,In Range,Digital Archive,1_3,
70,27/11/1983,04:00,0.837,2.02,In Range,Digital Archive,1_3,
158,24/03/1984,11:30,0.778,1.69,In Range,Digital Archive,1_3,
225,22/05/1984,08:45,0.752,1.56,In Range,Digital Archive,1_3,
315,27/05/1984,08:30,0.724,1.42,In Range,Digital Archive,1_3,
302,14/09/1984,19:00,0.729,1.44,In Range,Digital Archive,1_3,
280,23/11/1984,23:15,0.734,1.47,In Range,Digital Archive,1_3,
134,06/06/1985,01:45,0.792,1.76,In Range,Digital Archive,1_3,
217,26/12/1985,13:15,0.756,1.58,In Range,Digital Archive,1_3,
14,20/05/1986,14:00,0.992,3.06,In Range,Digital Archive,1_3,
55,26/08/1986,01:15,0.863,2.17,In Range,Digital Archive,1_3,
115,20/10/1986,10:30,0.799,1.8,In Range,Digital Archive,1_3,
255,09/10/1987,22:15,0.741,1.5,In Range,Digital Archive,1_3,
70,21/10/1987,02:15,0.838,2.02,In Range,Digital Archive,1_3,
129,19/11/1987,18:00,0.793,1.77,In Range,Digital Archive,1_3,
129,25/01/1988,07:00,0.793,1.77,In Range,Digital Archive,1_3,
7,29/01/1988,16:15,1.047,3.5,In Range,Digital Archive,1_3,
175,01/02/1988,04:45,0.77,1.65,In Range,Digital Archive,1_3,
192,08/02/1988,00:30,0.765,1.62,In Range,Digital Archive,1_3,
108,15/03/1988,16:00,0.804,1.83,In Range,Digital Archive,1_3,
165,21/03/1988,01:15,0.774,1.67,In Range,Digital Archive,1_3,
293,19/04/1988,22:45,0.731,1.45,In Range,Digital Archive,1_3,
233,27/04/1988,18:00,0.751,1.55,In Range,Digital Archive,1_3,
37,08/05/1988,22:00,0.894,2.37,In Range,Digital Archive,1_3,
65,09/06/1988,04:00,0.846,2.07,In Range,Digital Archive,1_3,
142,17/07/1988,08:00,0.785,1.73,In Range,Digital Archive,1_3,
165,01/09/1988,12:00,0.774,1.67,In Range,Digital Archive,1_3,
208,09/10/1988,08:00,0.758,1.59,In Range,Digital Archive,1_3,
85,20/10/1988,06:00,0.824,1.94,In Range,Digital Archive,1_3,
244,16/03/1989,19:00,0.746,1.53,In Range,Digital Archive,1_3,
288,06/07/1989,05:45,0.732,1.46,In Range,Digital Archive,1_3,
42,20/12/1989,23:00,0.889,2.34,In Range,Digital Archive,1_3,
310,31/01/1990,02:30,0.725,1.43,In Range,Digital Archive,1_3,
29,03/02/1990,13:45,0.915,2.51,In Range,Digital Archive,1_3,
172,07/02/1990,07:45,0.773,1.66,In Range,Digital Archive,1_3,
315,11/02/1990,20:00,0.723,1.42,In Range,Digital Archive,1_3,
280,19/11/1991,12:30,0.735,1.47,In Range,Digital Archive,1_3,
4,29/05/1992,21:15,1.056,3.57,In Range,Digital Archive,1_3,
99,20/07/1992,22:30,0.81,1.86,In Range,Digital Archive,1_3,
237,13/08/1992,23:00,0.748,1.54,In Range,Digital Archive,1_3,
104,23/09/1992,06:15,0.808,1.85,In Range,Digital Archive,1_3,
271,30/11/1992,21:30,0.736,1.48,In Range,Digital Archive,1_3,
104,10/01/1993,17:15,0.808,1.85,In Range,Digital Archive,1_3,
108,13/01/1993,17:15,0.805,1.83,In Range,Digital Archive,1_3,
70,01/04/1993,15:30,0.838,2.02,In Range,Digital Archive,1_3,
39,11/06/1993,21:00,0.892,2.36,In Range,Digital Archive,1_3,
266,06/10/1993,22:30,0.738,1.49,In Range,Digital Archive,1_3,
2,13/10/1993,03:00,1.085,3.82,In Range,Digital Archive,1_3,
255,14/11/1993,07:30,0.74,1.5,In Range,Digital Archive,1_3,
158,15/12/1993,05:45,0.779,1.69,In Range,Digital Archive,1_3,
266,19/12/1993,05:15,0.738,1.49,In Range,Digital Archive,1_3,
90,06/01/1994,21:45,0.819,1.91,In Range,Digital Archive,1_3,
48,10/01/1994,04:45,0.873,2.24,In Range,Digital Archive,1_3,
54,03/02/1994,13:45,0.866,2.19,In Range,Digital Archive,1_3,
184,01/04/1994,05:45,0.768,1.64,In Range,Digital Archive,1_3,
244,14/05/1994,23:15,0.747,1.53,In Range,Digital Archive,1_3,
233,17/05/1994,13:15,0.751,1.55,In Range,Digital Archive,1_3,
252,23/05/1994,19:45,0.744,1.52,In Range,Digital Archive,1_3,
120,28/07/1994,13:00,0.797,1.79,In Range,Digital Archive,1_3,
280,11/08/1994,04:00,0.734,1.47,In Range,Digital Archive,1_3,
196,08/12/1994,12:15,0.762,1.61,In Range,Digital Archive,1_3,
175,21/01/1995,16:30,0.771,1.65,In Range,Digital Archive,1_3,
302,26/01/1995,10:00,0.728,1.44,In Range,Digital Archive,1_3,
87,29/01/1995,18:15,0.82,1.92,In Range,Digital Archive,1_3,
113,01/02/1995,11:30,0.8,1.81,In Range,Digital Archive,1_3,
225,13/02/1995,23:30,0.753,1.56,In Range,Digital Archive,1_3,
201,16/02/1995,21:30,0.76,1.6,In Range,Digital Archive,1_3,
115,22/02/1995,22:15,0.799,1.8,In Range,Digital Archive,1_3,
142,07/03/1995,16:00,0.785,1.73,In Range,Digital Archive,1_3,
280,17/05/1995,15:45,0.735,1.47,In Range,Digital Archive,1_3,
184,16/09/1995,20:15,0.769,1.64,In Range,Digital Archive,1_3,
217,20/12/1995,04:00,0.756,1.58,In Range,Digital Archive,1_3,
252,22/12/1995,08:30,0.745,1.52,In Range,Digital Archive,1_3,
219,09/01/1996,06:15,0.755,1.57,In Range,Digital Archive,1_3,
315,12/02/1996,06:45,0.724,1.42,In Range,Digital Archive,1_3,
196,08/06/1996,03:00,0.762,1.61,In Range,Digital Archive,1_3,
1,23/07/1996,23:00,1.284,5.83,Extrap.,Digital Archive,1_3,
237,26/06/1997,18:00,0.749,1.54,In Range,Digital Archive,1_3,
219,06/04/1998,17:30,0.755,1.57,In Range,Digital Archive,1_3,
188,09/04/1998,15:30,0.767,1.63,In Range,Digital Archive,1_3,
293,05/09/1998,05:00,0.73,1.45,In Range,Digital Archive,1_3,
310,29/06/1999,12:15,0.727,1.43,In Range,Digital Archive,1_3,
175,03/07/1999,08:00,0.77,1.65,In Range,Digital Archive,1_3,
237,08/08/1999,16:00,0.748,1.54,In Range,Digital Archive,1_3,
271,15/05/2000,05:45,0.737,1.48,In Range,Digital Archive,1_3,
302,28/05/2000,08:00,0.729,1.44,In Range,Digital Archive,1_3,
47,21/10/2000,02:30,0.878,2.27,In Range,Digital Archive,1_3,
33,30/10/2000,08:30,0.899,2.4,In Range,Digital Archive,1_3,
106,02/11/2000,13:30,0.806,1.84,In Range,Digital Archive,1_3,
78,06/11/2000,04:45,0.83,1.98,In Range,Digital Archive,1_3,
271,11/11/2000,21:45,0.737,1.48,In Range,Digital Archive,1_3,
293,25/11/2000,18:45,0.73,1.45,In Range,Digital Archive,1_3,
175,28/11/2000,00:45,0.771,1.65,In Range,Digital Archive,1_3,
99,08/12/2000,00:30,0.809,1.86,In Range,Digital Archive,1_3,
208,12/12/2000,22:15,0.759,1.59,In Range,Digital Archive,1_3,
62,04/01/2001,12:15,0.852,2.11,In Range,Digital Archive,1_3,
86,26/01/2001,22:15,0.822,1.93,In Range,Digital Archive,1_3,
17,12/02/2001,17:00,0.977,2.95,In Range,Digital Archive,1_3,
25,23/03/2001,09:45,0.929,2.6,In Range,Digital Archive,1_3,
23,08/04/2001,23:15,0.932,2.62,In Range,Digital Archive,1_3,
16,10/05/2001,03:45,0.987,3.02,In Range,Digital Archive,1_3,
43,15/05/2001,23:00,0.888,2.33,In Range,Digital Archive,1_3,
152,08/07/2001,08:15,0.78,1.7,In Range,Digital Archive,1_3,
19,17/07/2001,23:45,0.951,2.76,In Range,Digital Archive,1_3,
32,09/08/2001,18:15,0.907,2.46,In Range,Digital Archive,1_3,
237,19/08/2001,13:45,0.748,1.54,In Range,Digital Archive,1_3,
184,29/09/2001,10:00,0.768,1.64,In Range,Digital Archive,1_3,
271,07/10/2001,20:15,0.736,1.48,In Range,Digital Archive,1_3,
81,21/10/2001,12:45,0.826,1.95,In Range,Digital Archive,1_3,
67,26/01/2002,15:45,0.843,2.05,In Range,Digital Archive,1_3,
138,04/02/2002,00:30,0.787,1.74,In Range,Digital Archive,1_3,
225,26/02/2002,06:30,0.753,1.56,In Range,Digital Archive,1_3,
233,18/03/2002,13:45,0.75,1.55,In Range,Digital Archive,1_3,
196,28/04/2002,04:45,0.763,1.61,In Range,Digital Archive,1_3,
165,30/04/2002,18:00,0.774,1.67,In Range,Digital Archive,1_3,
208,21/05/2002,01:15,0.758,1.59,In Range,Digital Archive,1_3,
142,18/06/2002,06:30,0.786,1.73,In Range,Digital Archive,1_3,
175,09/07/2002,11:45,0.77,1.65,In Range,Digital Archive,1_3,
34,31/07/2002,10:15,0.895,2.38,In Range,Digital Archive,1_3,
90,04/08/2002,02:30,0.818,1.91,In Range,Digital Archive,1_3,
129,08/08/2002,00:45,0.794,1.77,In Range,Digital Archive,1_3,
81,09/09/2002,16:00,0.826,1.95,In Range,Digital Archive,1_3,
26,15/10/2002,17:45,0.925,2.58,In Range,Digital Archive,1_3,
271,06/11/2002,15:15,0.737,1.48,In Range,Digital Archive,1_3,
280,22/12/2002,08:15,0.734,1.47,In Range,Digital Archive,1_3,
310,30/12/2002,19:30,0.727,1.43,In Range,Digital Archive,1_3,
22,02/01/2003,12:15,0.94,2.68,In Range,Digital Archive,1_3,
108,19/01/2003,10:30,0.804,1.83,In Range,Digital Archive,1_3,
44,22/01/2003,01:30,0.884,2.31,In Range,Digital Archive,1_3,
115,01/02/2003,15:30,0.798,1.8,In Range,Digital Archive,1_3,
129,06/03/2003,00:15,0.793,1.77,In Range,Digital Archive,1_3,
95,23/06/2003,08:45,0.814,1.89,In Range,Digital Archive,1_3,
64,25/11/2003,22:00,0.847,2.08,In Range,Digital Archive,1_3,
244,08/07/2004,02:15,0.746,1.53,In Range,Digital Archive,1_3,
288,09/08/2004,20:00,0.732,1.46,In Range,Digital Archive,1_3,
115,18/11/2004,21:30,0.799,1.8,In Range,Digital Archive,1_3,
129,17/11/2006,19:30,0.794,1.77,In Range,Digital Archive,1_3,
158,30/12/2006,19:30,0.779,1.69,In Range,Digital Archive,1_3,
244,18/01/2007,13:15,0.746,1.53,In Range,Digital Archive,1_3,
201,12/05/2007,19:15,0.761,1.6,In Range,Digital Archive,1_3,
219,28/05/2007,05:30,0.755,1.57,In Range,Digital Archive,1_3,
57,20/07/2007,15:30,0.857,2.14,In Range,Digital Archive,1_3,
310,22/11/2007,05:00,0.727,1.43,In Range,Digital Archive,1_3,
134,16/03/2008,02:45,0.791,1.76,In Range,Digital Archive,1_3,
188,26/03/2008,19:15,0.766,1.63,In Range,Digital Archive,1_3,
108,25/05/2008,11:30,0.804,1.83,In Range,Digital Archive,1_3,
237,28/05/2008,05:15,0.749,1.54,In Range,Digital Archive,1_3,
288,09/07/2008,19:00,0.733,1.46,In Range,Digital Archive,1_3,
90,10/11/2008,15:45,0.818,1.91,In Range,Digital Archive,1_3,
39,10/02/2009,03:00,0.892,2.36,In Range,Digital Archive,1_3,
49,07/06/2009,11:00,0.872,2.23,In Range,Digital Archive,1_3,
280,27/06/2009,22:30,0.734,1.47,In Range,Digital Archive,1_3,
29,07/08/2009,01:30,0.915,2.51,In Range,Digital Archive,1_3,
192,29/11/2009,01:00,0.765,1.62,In Range,Digital Archive,1_3,
196,28/02/2010,10:45,0.763,1.61,In Range,Digital Archive,1_3,
19,02/05/2010,03:15,0.951,2.76,In Range,Digital Archive,1_3,
315,25/08/2010,22:15,0.723,1.42,In Range,Digital Archive,1_3,
138,18/01/2011,05:00,0.787,1.74,In Range,Digital Archive,1_3,
165,03/01/2012,14:45,0.774,1.67,In Range,Digital Archive,1_3,
75,29/04/2012,05:45,0.835,2.01,In Range,Digital Archive,1_3,
163,03/05/2012,05:30,0.776,1.68,In Range,Digital Archive,1_3,
148,11/06/2012,11:30,0.784,1.72,In Range,Digital Archive,1_3,
219,07/07/2012,14:30,0.754,1.57,In Range,Digital Archive,1_3,
288,27/01/2013,08:45,0.732,1.46,In Range,Digital Archive,1_3,
266,30/01/2013,05:15,0.739,1.49,In Range,Digital Archive,1_3,
280,17/03/2013,18:45,0.735,1.47,In Range,Digital Archive,1_3,
219,11/04/2013,03:45,0.755,1.57,In Range,Digital Archive,1_3,
237,23/07/2013,08:00,0.749,1.54,In Range,Digital Archive,1_3,
34,24/12/2013,04:45,0.895,2.38,In Range,Digital Archive,1_3,
51,01/02/2014,04:30,0.869,2.21,In Range,Digital Archive,1_3,
10,07/02/2014,07:30,1.035,3.4,In Range,Digital Archive,1_3,
225,01/05/2014,22:30,0.752,1.56,In Range,Digital Archive,1_3,
255,14/08/2014,14:30,0.74,1.5,In Range,Digital Archive,1_3,
56,13/10/2014,21:00,0.861,2.16,In Range,Digital Archive,1_3,
201,23/11/2014,15:30,0.761,1.6,In Range,Digital Archive,1_3,
13,17/07/2015,03:30,0.993,3.07,In Range,Digital Archive,1_3,
302,24/07/2015,19:00,0.729,1.44,In Range,Digital Archive,1_3,
29,26/08/2015,15:45,0.915,2.51,In Range,Digital Archive,1_3,
99,28/10/2015,10:15,0.81,1.86,In Range,Digital Archive,1_3,
302,11/01/2016,07:15,0.728,1.44,In Range,Digital Archive,1_3,
302,09/03/2016,08:15,0.729,1.44,In Range,Digital Archive,1_3,
3,23/06/2016,21:00,1.08,3.78,In Range,Digital Archive,1_3,
37,16/09/2016,09:45,0.894,2.37,In Range,Digital Archive,1_3,
280,17/05/2017,21:00,0.735,1.47,In Range,Digital Archive,1_3,
208,09/08/2017,14:15,0.758,1.59,In Range,Digital Archive,1_3,
49,29/05/2018,16:15,0.872,2.23,In Range,Digital Archive,1_3,
102,15/10/2018,03:15,0.808,1.851,In Range,Digital Archive,1_3,
76,18/06/2020,06:45,0.832,1.99,In Range,Digital Archive,1_3,
225,14/08/2020,03:45,0.753,1.56,In Range,Digital Archive,1_3,
74,03/10/2020,06:15,0.837,2.017,In Range,Digital Archive,1_3,
309,24/10/2020,22:45,0.728,1.439,In Range,Digital Archive,1_3,
80,14/01/2021,11:15,0.826,1.953,In Range,Digital Archive,1_3,
102,30/01/2021,17:00,0.808,1.851,In Range,Digital Archive,1_3,
7,18/06/2021,17:15,1.047,3.5,In Range,Digital Archive,1_3,
147,22/08/2021,06:45,0.785,1.726,In Range,Digital Archive,1_3,
41,14/09/2021,13:45,0.89,2.344,In Range,Digital Archive,1_3,
63,29/09/2021,00:30,0.849,2.088,In Range,Digital Archive,1_3,
251,02/10/2021,20:15,0.746,1.526,In Range,Digital Archive,1_3,
24,21/10/2021,02:00,0.931,2.618,In Range,Digital Archive,1_3,
265,26/12/2021,10:45,0.739,1.492,In Range,Digital Archive,1_3,
11,09/05/2023,21:30,0.996,3.09,In Range,Digital Archive,1_3,
120,21/09/2023,00:00,0.797,1.79,In Range,Digital Archive,1_3,
